secs,km,power,hr,cad,alt,cyclist_id,file_name
101,0.6534,207.0,136,72,369.8,00b08a80-d090-4b05-9d7b-3d8f95c7159b,2018_06_01_14_38_29.csv
102,0.6584,292.0,137,69,370.0,00b08a80-d090-4b05-9d7b-3d8f95c7159b,2018_06_01_14_38_29.csv
103,0.6635,327.0,137,69,370.0,00b08a80-d090-4b05-9d7b-3d8f95c7159b,2018_06_01_14_38_29.csv
104,0.6686,286.0,138,69,370.2,00b08a80-d090-4b05-9d7b-3d8f95c7159b,2018_06_01_14_38_29.csv
105,0.6735,286.0,138,68,370.4,00b08a80-d090-4b05-9d7b-3d8f95c7159b,2018_06_01_14_38_29.csv
106,0.6783,250.0,138,66,370.8,00b08a80-d090-4b05-9d7b-3d8f95c7159b,2018_06_01_14_38_29.csv
107,0.6831,276.0,139,64,371.0,00b08a80-d090-4b05-9d7b-3d8f95c7159b,2018_06_01_14_38_29.csv
108,0.6878,276.0,139,64,371.2,00b08a80-d090-4b05-9d7b-3d8f95c7159b,2018_06_01_14_38_29.csv
109,0.6924,258.0,140,64,371.2,00b08a80-d090-4b05-9d7b-3d8f95c7159b,2018_06_01_14_38_29.csv
110,0.6971,258.0,140,63,371.4,00b08a80-d090-4b05-9d7b-3d8f95c7159b,2018_06_01_14_38_29.csv
111,0.7018,268.0,140,63,371.8,00b08a80-d090-4b05-9d7b-3d8f95c7159b,2018_06_01_14_38_29.csv
112,0.7066,318.0,140,63,372.0,00b08a80-d090-4b05-9d7b-3d8f95c7159b,2018_06_01_14_38_29.csv
113,0.7113,265.0,140,64,372.2,00b08a80-d090-4b05-9d7b-3d8f95c7159b,2018_06_01_14_38_29.csv
114,0.716,245.0,140,63,372.2,00b08a80-d090-4b05-9d7b-3d8f95c7159b,2018_06_01_14_38_29.csv
115,0.7204,240.0,140,62,372.4,00b08a80-d090-4b05-9d7b-3d8f95c7159b,2018_06_01_14_38_29.csv
116,0.7249,232.0,141,60,372.6,00b08a80-d090-4b05-9d7b-3d8f95c7159b,2018_06_01_14_38_29.csv
117,0.7294,279.0,141,60,373.2,00b08a80-d090-4b05-9d7b-3d8f95c7159b,2018_06_01_14_38_29.csv
118,0.734,261.0,141,60,373.4,00b08a80-d090-4b05-9d7b-3d8f95c7159b,2018_06_01_14_38_29.csv
