secs,km,power,hr,cad,alt
1137,8.2355,178,145,86,361.4
1138,8.2426,188,145,86,361.6
1139,8.2498,159,145,86,361.8
1140,8.2568,140,145,86,361.8
1141,8.2639,120,145,85,362
1142,8.2709,130,144,84,362
1143,8.2781,187,145,85,362.2
1144,8.2855,303,144,87,362.4
1145,8.293,270,144,87,362.4
1146,8.3006,270,144,89,362.6
1147,8.3082,173,145,91,362.8
1148,8.3157,137,145,91,362.8
1149,8.3233,123,145,90,362.8
1150,8.3309,191,146,90,363
1151,8.3385,174,146,91,363.2
1152,8.3462,160,145,91,363.2
1153,8.3537,145,145,91,363.4
1154,8.3613,132,145,90,363.6
1155,8.3689,114,145,90,363.6
1156,8.3764,154,145,90,363.8
1157,8.3839,107,145,90,363.8
1158,8.3914,102,145,89,363.8
1159,8.3989,153,144,89,363.8
1160,8.4066,215,144,90,364
1161,8.4141,118,144,91,364
1162,8.4216,97,144,90,364
1163,8.4291,148,143,90,364
1164,8.4368,168,143,90,364.2
1165,8.4444,168,143,91,364.2
1166,8.4521,192,143,92,364.2
1167,8.4598,212,143,92,364.4
1168,8.4676,185,143,93,364.4
1169,8.4753,139,144,93,364.4
1170,8.483,128,143,93,364.6
1171,8.4907,128,143,92,364.6
1172,8.4985,202,143,93,364.6
1173,8.5063,200,143,93,364.8
1174,8.5141,154,143,93,364.8
1175,8.5218,141,143,93,364.8
1176,8.5296,125,143,92,364.8
1177,8.5372,147,143,92,364.8
1178,8.545,150,142,92,365
1179,8.5526,150,142,92,365
1180,8.5604,195,142,92,365
1181,8.5681,114,141,92,365
1182,8.5758,178,141,92,365.2
1183,8.5835,170,141,92,365.2
1184,8.5914,170,141,93,365.2
1185,8.5992,167,141,93,365.4
1186,8.607,162,141,93,365.4
1187,8.6149,168,141,93,365.4
1188,8.6228,168,140,94,365.4
1189,8.6307,139,141,94,365.6
1190,8.6386,137,141,94,365.6
1191,8.6466,147,141,95,365.6
1192,8.6546,160,141,95,365.6
1193,8.6624,160,141,95,365.6
1194,8.6703,136,141,94,365.8
1195,8.6782,142,141,94,365.8
1196,8.6862,149,141,95,366
1197,8.6941,152,141,95,366
1198,8.702,147,141,94,366
1199,8.7098,134,141,94,366
1200,8.7177,165,142,94,366
1201,8.7256,168,142,94,366
1202,8.7333,133,142,93,366
1203,8.741,137,142,92,366
1204,8.7486,155,142,91,366
1205,8.7563,158,142,91,366
1206,8.764,164,142,91,365.8
1207,8.7717,161,142,91,365.8
1208,8.7793,161,142,91,365.8
1209,8.787,131,142,91,365.8
1210,8.7946,101,142,91,365.8
1211,8.8021,175,142,90,365.8
1212,8.8096,173,142,89,365.8
1213,8.8171,192,142,89,365.8
1214,8.8245,172,142,89,365.8
1215,8.832,172,142,89,365.8
1216,8.8396,240,142,89,365.8
1217,8.8472,210,142,90,365.8
1218,8.8547,166,142,90,366
1219,8.8623,133,143,89,366
1220,8.8698,139,143,89,366.2
1221,8.8772,113,143,89,366.4
1222,8.8846,106,142,89,366.4
1223,8.892,134,142,89,366.4
1224,8.8993,146,142,88,366.6
1225,8.9068,214,141,88,366.8
1226,8.9142,146,141,89,366.8
1227,8.9217,134,141,89,366.8
1228,8.9293,139,141,89,366.8
1229,8.9369,166,141,90,367
1230,8.9446,148,141,91,367
1231,8.9523,106,141,92,367.2
1232,8.9602,142,140,92,367.2
1233,8.9681,130,141,93,367.2
1234,8.9759,113,140,94,367.2
1235,8.9837,121,139,94,367.2
1236,8.9916,134,139,94,367.2
1237,8.9994,134,138,93,367.2
1238,9.0072,100,138,93,367.2
1239,9.0151,87,138,93,367.2
1240,9.023,184,138,93,367.2
1241,9.031,223,138,94,367.2
1242,9.039,85,138,75,367.2
1243,9.0471,60,138,75,367.2
1244,9.0554,238,138,78,367.2
1245,9.0639,284,138,77,367.2
1246,9.0725,227,139,77,367
1247,9.0809,227,139,80,367
1248,9.0894,128,139,80,367
1249,9.0979,174,138,79,367
1250,9.1063,126,138,79,366.8
1251,9.1149,144,138,79,366.8
1252,9.1236,208,138,80,366.8
1253,9.1322,177,138,81,366.8
1254,9.1409,139,138,81,366.8
1255,9.1495,129,139,81,366.8
1256,9.1581,86,139,81,366.8
1257,9.1667,127,139,81,366.8
1258,9.1753,156,139,81,366.6
1259,9.1838,111,138,81,366.6
1260,9.1924,131,138,81,366.6
1261,9.2009,106,138,81,366.6
1262,9.2096,174,138,81,366.6
1263,9.2182,238,138,81,366.6
1264,9.2269,146,138,81,366.4
1265,9.2354,104,138,81,366.6
1266,9.2439,104,138,81,366.6
1267,9.2522,207,138,79,366.6
1268,9.2605,138,138,79,366.4
1269,9.2686,138,138,78,366.4
1270,9.2765,130,137,77,366.4
1271,9.2841,140,138,75,366.4
1272,9.2921,235,138,73,366.4
1273,9.2997,257,137,73,366.4
1274,9.3074,257,138,73,366.4
1275,9.315,312,139,72,366.6
1276,9.3226,257,138,72,366.6
1277,9.3302,290,138,71,366.6
1278,9.3377,408,139,71,366.6
1279,9.3451,404,140,71,366.8
1280,9.3526,390,141,71,366.8
1281,9.3601,439,141,71,367
1282,9.3676,451,143,71,367.4
1283,9.375,403,144,71,367.4
1284,9.3824,433,145,71,367.8
1285,9.3897,444,146,71,367.8
1286,9.3972,440,148,71,368.2
1287,9.4046,419,148,71,368.4
1288,9.4121,347,150,71,368.6
1289,9.4191,300,150,71,369
1290,9.4259,300,151,69,369.4
1291,9.4327,324,152,66,369.6
1292,9.4394,289,153,64,369.8
1293,9.4459,368,153,63,370.2
1294,9.4523,340,153,63,370.4
1295,9.4586,334,154,62,370.6
1296,9.4649,334,155,61,370.8
1297,9.4712,316,155,60,371
1298,9.4777,453,155,61,371.4
1299,9.4843,417,156,63,371.6
1300,9.491,395,156,63,372
1301,9.4977,440,158,64,372.2
1302,9.5044,390,158,64,372.6
1303,9.5112,370,158,64,373
1304,9.5178,370,159,64,373.4
1305,9.5244,328,159,63,373.8
1306,9.531,389,159,63,374.2
1307,9.5376,314,159,63,374.2
1308,9.5441,307,160,62,374.4
1309,9.5506,356,161,62,374.6
1310,9.557,356,161,62,375
1311,9.5632,321,162,61,375.4
1312,9.5695,307,162,59,375.6
1313,9.576,479,162,60,375.8
1314,9.5825,412,163,60,376.2
1315,9.589,412,164,62,376.8
1316,9.5953,310,164,61,377
1317,9.6017,334,164,60,377.4
1318,9.608,354,164,59,377.6
1319,9.6144,384,164,59,378
1320,9.6208,384,165,60,378.2
1321,9.6272,366,165,61,378.4
1322,9.6336,312,165,61,378.8
1323,9.6399,322,166,61,378.8
1324,9.6461,322,165,60,379
1325,9.6523,305,165,59,379.2
1326,9.6585,304,166,59,379.6
1327,9.6646,261,167,58,379.8
1328,9.6707,290,167,58,380.2
1329,9.6766,290,166,57,380.4
1330,9.6826,325,166,57,380.6
1331,9.6885,309,165,57,381
1332,9.6943,263,166,57,381.2
1333,9.7,263,167,56,381.6
1334,9.7057,296,166,56,381.8
1335,9.7115,296,166,54,382
1336,9.7174,373,166,55,382.4
1337,9.7231,304,166,55,382.6
1338,9.7289,257,166,54,382.8
1339,9.7345,279,168,54,383
1340,9.7401,279,166,53,383.2
1341,9.7455,325,166,52,383.4
1342,9.7507,307,167,51,383.4
1343,9.7558,298,166,51,383.6
1344,9.7611,298,166,50,384
1345,9.7664,294,167,50,384.2
1346,9.7717,253,166,50,384.6
1347,9.7769,250,166,50,384.8
1348,9.7821,249,167,50,385
1349,9.7874,249,167,49,385.6
1350,9.7927,299,166,50,386
1351,9.7981,220,167,51,386.2
1352,9.8036,196,167,53,386.6
1353,9.809,165,165,53,386.8
1354,9.8144,165,165,52,387.2
1355,9.8198,191,165,51,387.4
1356,9.8253,108,165,51,387.6
1357,9.8306,50,165,51,388
1358,9.8359,50,165,52,388.2
1359,9.8412,44,164,55,388.4
1360,9.8465,116,164,55,388.6
1361,9.8522,116,163,57,388.6
1362,9.8579,35,163,57,388.6
1363,9.8635,35,163,54,388.8
1364,9.8693,88,161,54,388.8
1365,9.8753,94,161,56,388.8
1366,9.8816,19,161,58,388.8
1367,9.8883,184,160,58,388.8
1368,9.8957,184,159,61,388.8
1369,9.9037,191,159,61,388.8
1370,9.912,111,159,63,388.8
1371,9.9208,104,158,63,388.8
1372,9.93,104,158,61,388.8
1373,9.9395,94,158,65,388.8
1374,9.9493,106,156,68,388.8
1375,9.9594,70,156,68,388.8
1376,9.9699,70,155,62,388.6
1377,9.9802,24,155,62,388.4
1378,9.9906,24,154,32,388
1379,10.0013,33,153,33,387.4
1380,10.0123,130,152,68,386.8
1381,10.0236,103,152,67,386.4
1382,10.0354,138,151,69,386
1383,10.0475,176,151,71,385.2
1384,10.0597,123,151,73,383.6
1385,10.0722,126,151,75,383.2
1386,10.0848,105,150,76,382.6
1387,10.0977,127,150,76,382.2
1388,10.1107,127,150,78,382
1389,10.1239,161,149,79,381.6
1390,10.1371,98,149,80,381.2
1391,10.1505,82,148,81,381
1392,10.1639,115,148,81,380.2
1393,10.1775,115,148,82,379.2
1394,10.1914,157,147,83,378.2
1395,10.2054,117,147,85,377.6
1396,10.2196,140,147,86,377
1397,10.234,113,147,86,376.2
1398,10.2484,108,146,87,375.2
1399,10.263,103,146,88,374.6
1400,10.2778,121,146,89,374
1401,10.2927,132,146,90,373.8
1402,10.3078,109,144,91,373.6
1403,10.3229,124,143,92,373.4
1404,10.3382,163,144,93,373
1405,10.3536,157,144,93,372.2
1406,10.3691,104,144,93,371.6
1407,10.3847,104,144,94,371
1408,10.4003,109,144,95,370.6
1409,10.4161,106,143,95,370.2
1410,10.4319,102,143,96,369.8
1411,10.4477,126,143,96,369.2
1412,10.4636,126,143,96,368.6
1413,10.4796,137,143,97,367.6
1414,10.4957,267,143,98,367
1415,10.5118,242,143,99,366.4
1416,10.5278,176,142,99,365.8
1417,10.5435,156,143,98,364.6
1418,10.559,164,143,96,363
1419,10.5738,153,142,94,362.4
1420,10.5884,123,142,92,362
1421,10.6026,112,142,92,361.4
1422,10.6166,112,142,90,360.8
1423,10.6302,90,142,87,359.8
1424,10.6436,77,142,85,359.4
1425,10.6568,135,141,83,359.2
1426,10.6697,141,141,82,359.2
1427,10.6822,134,140,81,359
1428,10.6945,126,140,79,359
1429,10.7068,106,139,77,359
1430,10.7186,115,139,76,359
1431,10.7304,104,139,76,359
1432,10.7421,104,138,74,359
1433,10.7536,165,138,73,359
1434,10.7651,115,138,74,358.8
1435,10.7763,139,137,84,359
1436,10.7876,143,137,84,359
1437,10.7987,143,137,82,359
1438,10.8099,185,137,81,359
1439,10.8208,155,137,80,359
1440,10.8316,96,137,80,359
1441,10.8424,104,137,79,359
1442,10.853,252,136,78,359
1443,10.8635,155,136,78,359
1444,10.8739,114,136,77,359
1445,10.8844,190,136,77,358.8
1446,10.8949,190,136,76,358.8
1447,10.9056,252,137,76,358.8
1448,10.9161,243,137,75,358.8
1449,10.9267,289,137,72,358.8
1450,10.9372,258,138,71,358.8
1451,10.9477,299,138,71,358.8
1452,10.9582,268,139,73,358.8
1453,10.9687,304,139,77,358.6
1454,10.9796,292,139,77,358.6
1455,10.9903,309,140,78,358.6
1456,11.0011,296,140,78,358.6
1457,11.0119,273,141,78,358.6
1458,11.0228,299,141,79,358.6
1459,11.0336,257,141,79,358.6
1460,11.0445,228,141,79,358.6
1461,11.0552,228,141,79,358.6
1462,11.0659,194,142,78,358.4
1463,11.0764,147,142,78,358.4
1464,11.0869,121,142,80,358.4
1465,11.0974,198,142,80,358.4
1466,11.1077,198,142,81,358.4
1467,11.118,187,142,81,358.4
1468,11.1283,189,142,80,358.4
1469,11.1385,96,142,80,358.6
1470,11.1488,205,143,80,358.6
1471,11.159,205,143,80,358.6
1472,11.1694,199,143,80,358.6
1473,11.1797,119,143,80,358.6
1474,11.19,178,143,80,358.6
1475,11.2004,208,143,80,358.6
1476,11.2108,208,142,81,358.4
1477,11.2212,165,143,81,358.4
1478,11.2317,272,143,81,358.4
1479,11.2423,308,143,81,358.4
1480,11.2526,308,143,82,358.4
1481,11.263,220,143,81,358.4
1482,11.2733,223,143,81,358.4
1483,11.2835,248,142,80,358.2
1484,11.2936,183,142,80,358.2
1485,11.3037,183,143,82,358.2
1486,11.314,189,143,84,358.2
1487,11.3246,334,143,81,358.2
1488,11.3353,207,143,83,358
1489,11.346,219,144,83,358
1490,11.3569,219,144,84,358
1491,11.3677,260,145,85,358
1492,11.3786,240,144,85,358
1493,11.3896,279,145,86,358
1494,11.4004,248,146,86,357.8
1495,11.4114,259,146,85,357.6
1496,11.4222,218,146,85,357.6
1497,11.4329,218,147,85,357.4
1498,11.4436,218,148,85,357.2
1499,11.4542,218,148,84,357
1500,11.4648,217,148,83,357
1501,11.4753,243,148,83,356.8
1502,11.4858,246,149,82,356.6
1503,11.496,221,149,82,356.6
1504,11.5063,221,149,82,356.4
1505,11.5166,242,149,81,356.4
1506,11.5266,190,148,81,356.4
1507,11.5366,173,150,80,356.4
1508,11.5465,151,149,80,356.4
1509,11.5563,151,149,78,356.4
1510,11.5659,107,149,77,356.4
1511,11.5755,138,149,77,356.4
1512,11.5849,138,148,76,356.4
1513,11.5943,95,148,76,356.4
1514,11.6035,95,148,80,356.4
1515,11.6128,159,148,87,356.4
1516,11.6219,81,147,88,356.6
1517,11.6309,115,147,87,356.6
1518,11.6398,162,147,87,356.6
1519,11.6486,162,147,85,356.8
1520,11.6574,126,147,84,356.8
1521,11.666,151,147,83,356.8
1522,11.6745,109,146,82,357.2
1523,11.6831,190,147,82,357.2
1524,11.6917,190,146,81,357.4
1525,11.7003,188,146,82,357.4
1526,11.7088,126,146,82,357.4
1527,11.7173,114,146,81,357.4
1528,11.7258,128,146,81,357.4
1529,11.7342,128,146,81,357.4
1530,11.7427,149,145,80,357.4
1531,11.7511,112,145,80,357.4
1532,11.7595,118,145,80,357.6
1533,11.7679,207,144,79,357.6
1534,11.7762,104,144,79,357.8
1535,11.7844,146,144,78,357.8
1536,11.7924,247,144,70,357.8
1537,11.8009,283,144,69,358
1538,11.8099,437,144,69,358
1539,11.8189,437,144,72,358
1540,11.8285,594,144,76,358
1541,11.8386,555,145,76,358
1542,11.8486,555,145,82,358
1543,11.8589,458,146,82,358
1544,11.8693,458,147,86,358
1545,11.8795,268,147,88,358
1546,11.8896,40,149,83,358
1547,11.8994,0,150,83,358
1548,11.9091,0,150,70,358
1549,11.9186,0,150,63,358
1550,11.9281,4,150,29,358
1551,11.9376,141,149,79,358
1552,11.9471,181,149,79,358
1553,11.9566,157,149,80,358
1554,11.9662,196,149,80,358
1555,11.9759,266,148,81,358
1556,11.9855,146,148,79,358
1557,11.995,84,148,75,358
1558,12.0044,48,149,75,358
1559,12.0138,37,149,74,358.2
1560,12.0233,318,148,79,358.2
1561,12.0331,425,147,80,358.4
1562,12.0432,416,148,82,358.4
1563,12.0534,401,147,84,358.4
1564,12.0636,226,147,86,358.4
1565,12.0739,135,148,86,358.4
1566,12.0842,208,148,86,358.4
1567,12.0944,158,148,86,358.4
1568,12.1046,189,149,86,358.4
1569,12.1149,161,149,86,358.4
1570,12.1252,182,149,86,358.4
1571,12.1354,182,149,86,358.4
1572,12.1457,135,149,86,358.4
1573,12.1558,125,148,85,358.4
1574,12.1658,106,149,84,358.4
1575,12.1757,114,149,83,358.2
1576,12.1856,151,148,83,358.2
1577,12.1954,151,148,82,358.2
1578,12.2051,145,148,82,358.2
1579,12.2149,118,147,82,358
1580,12.2247,87,147,81,358
1581,12.2343,112,147,81,358
1582,12.2439,112,146,80,358
1583,12.2536,247,146,79,358
1584,12.2632,223,147,79,358
1585,12.2728,195,147,79,358
1586,12.2823,152,146,79,358
1587,12.2919,152,146,78,358
1588,12.3015,330,146,79,357.8
1589,12.3112,220,146,80,357.8
1590,12.3208,165,146,79,357.8
1591,12.3303,138,146,79,357.6
1592,12.3398,159,146,78,357.6
1593,12.3493,230,146,78,357.8
1594,12.3587,166,146,78,357.8
1595,12.368,150,146,77,358
1596,12.3772,151,145,77,358
1597,12.3864,129,145,86,358
1598,12.3954,172,144,79,358
1599,12.4045,252,144,75,358
1600,12.4135,210,145,75,358
1601,12.4224,210,145,74,358
1602,12.4313,199,145,74,358
1603,12.4401,186,144,81,358.2
1604,12.4489,143,144,82,358.2
1605,12.4574,161,144,81,358.2
1606,12.466,215,143,80,358.2
1607,12.4747,223,143,80,358.4
1608,12.4832,222,143,80,358.4
1609,12.4917,160,143,79,358.4
1610,12.5002,198,143,79,358.4
1611,12.5087,149,143,79,358.6
1612,12.5171,277,143,79,358.8
1613,12.5256,197,143,79,358.8
1614,12.5339,197,142,78,359
1615,12.5424,264,142,78,359
1616,12.551,311,142,79,359
1617,12.5595,124,143,79,359.4
1618,12.5677,88,143,78,359.4
1619,12.5759,112,142,77,359.6
1620,12.5838,37,142,76,359.8
1621,12.5917,66,141,74,360
1622,12.5997,96,140,72,360
1623,12.608,22,140,66,360
1624,12.6165,0,139,66,360.2
1625,12.6251,0,138,66,360.2
1626,12.6339,0,138,0,360.2
1627,12.6427,6,137,27,360.4
1628,12.6518,62,136,68,360.4
1629,12.661,78,136,69,360.4
1630,12.6699,128,135,69,360.4
1631,12.6786,128,134,76,360.4
1632,12.6872,0,134,76,360.4
1633,12.6957,0,135,76,360.4
1634,12.704,0,134,0,360.2
1635,12.7122,0,133,0,360
1636,12.7203,45,133,25,359.8
1637,12.7287,227,132,68,359.8
1638,12.7375,123,132,69,359.6
1639,12.7457,184,132,70,359.6
1640,12.7546,151,131,71,359.6
1641,12.7633,104,131,71,359.4
1642,12.7723,75,131,72,359.4
1643,12.7814,36,130,70,359.2
1644,12.7908,44,130,70,359
1645,12.8005,44,130,68,359
1646,12.8104,16,129,68,358.8
1647,12.8206,16,129,28,358.8
1648,12.8312,1,128,28,358.8
1649,12.8419,1,127,28,358.8
1650,12.853,1,126,57,358.6
1651,12.8641,0,125,57,358.4
1652,12.8753,0,123,57,358.2
1653,12.8865,0,122,0,358
1654,12.8975,0,121,0,357.8
1655,12.9083,0,120,0,357.2
1656,12.9186,0,120,0,356.8
1657,12.9287,0,120,0,356.2
1658,12.939,0,120,0,355.8
1659,12.9492,18,121,29,355.4
1660,12.9597,112,121,66,354
1661,12.97,246,122,68,353.4
1662,12.9803,185,123,68,352.6
1663,12.9905,124,123,68,352.2
1664,13.0007,124,123,68,352
1665,13.0109,139,124,67,351.8
1666,13.0211,106,123,67,351.6
1667,13.0313,97,123,67,351.4
1668,13.0414,89,123,67,351.2
1669,13.0513,78,123,66,351
1670,13.0613,86,122,66,350.8
1671,13.0713,88,121,66,350.4
1672,13.0816,122,122,66,350.2
1673,13.092,122,122,66,350
1674,13.1022,179,123,67,349.8
1675,13.1123,0,123,67,349.6
1676,13.1223,0,123,67,349.6
1677,13.1322,0,124,0,349.6
1678,13.1419,53,123,30,349.6
1679,13.1514,71,123,40,349.6
1680,13.1611,122,123,72,349.4
1681,13.1706,197,123,73,349.4
1682,13.1801,176,124,73,349.2
1683,13.1896,106,124,72,349.2
1684,13.1991,180,124,72,349.4
1685,13.2087,239,124,72,349.4
1686,13.2182,242,124,73,349.4
1687,13.2278,250,125,73,349.2
1688,13.2377,218,126,73,349.2
1689,13.2473,260,126,74,349.2
1690,13.257,208,126,74,349
1691,13.2667,210,126,74,349
1692,13.2764,180,126,74,349
1693,13.2859,180,126,74,349
1694,13.2954,115,126,73,349
1695,13.3045,121,125,73,349
1696,13.3138,121,126,39,349
1697,13.3233,330,126,39,349.2
1698,13.3327,330,127,71,349
1699,13.3421,274,127,71,348.8
1700,13.3516,291,128,71,349
1701,13.3611,302,129,71,349
1702,13.3705,303,130,71,349
1703,13.3798,307,131,73,348.8
1704,13.3888,225,132,75,348.6
1705,13.3978,117,132,77,348.6
1706,13.4069,227,132,74,348.6
1707,13.4159,190,133,74,348.6
1708,13.4248,201,133,74,348.6
1709,13.4336,102,133,73,348.8
1710,13.4422,141,133,72,348.8
1711,13.451,184,133,71,348.8
1712,13.4594,286,133,71,349
1713,13.4677,0,133,71,349
1714,13.4758,0,132,71,349
1715,13.4839,0,132,0,349.2
1716,13.4916,0,130,0,349.2
1717,13.4992,136,129,22,349.4
1718,13.5065,8,129,17,349.6
1719,13.5135,0,128,17,349.6
1720,13.5192,0,127,17,349.6
1721,13.5238,0,126,0,349.8
1722,13.5282,0,126,0,349.8
1723,13.5325,0,126,0,350
1724,13.5378,0,126,0,350.2
1725,13.5444,0,125,0,350.4
1726,13.5507,0,124,0,350.4
1727,13.557,0,124,0,350.4
1728,13.5636,0,124,0,350.4
1729,13.5701,0,124,0,350.4
1730,13.5766,0,125,0,350.4
1731,13.5828,0,125,0,350.4
1732,13.5886,0,125,0,350.4
1733,13.5942,0,126,0,349.8
1734,13.5989,0,126,0,348.6
1735,13.603,0,126,0,347.8
