cyclist_id,file_name,total_time_sec,total_dist_km,avg_power,avg_alt,v_index
00b8b415-0abd-42d6-ac3e-0d122ba63fc3,2014_01_21_13_36_26.csv,6292.0,48.86,209.24,118.313,1.051
00b8b415-0abd-42d6-ac3e-0d122ba63fc3,2014_01_25_14_19_05.csv,6097.0,48.8315,224.535,86.209,1.086
00b8b415-0abd-42d6-ac3e-0d122ba63fc3,2014_01_28_12_35_36.csv,6362.0,48.8494,211.701,240.783,1.07
00b8b415-0abd-42d6-ac3e-0d122ba63fc3,2014_01_30_12_56_28.csv,5985.0,48.8433,226.093,162.972,1.054
00b8b415-0abd-42d6-ac3e-0d122ba63fc3,2014_01_31_13_10_06.csv,6088.0,48.8395,210.597,157.851,1.064
00b8b415-0abd-42d6-ac3e-0d122ba63fc3,2014_02_02_13_08_28.csv,6158.0,48.7606,214.863,119.743,1.069
00b8b415-0abd-42d6-ac3e-0d122ba63fc3,2014_02_04_14_39_53.csv,6614.0,48.8875,222.344,152.139,1.057
00b8b415-0abd-42d6-ac3e-0d122ba63fc3,2014_02_06_10_01_48.csv,6175.0,48.8539,211.773,190.869,1.054
00b8b415-0abd-42d6-ac3e-0d122ba63fc3,2014_02_15_14_07_57.csv,8951.0,58.6896,194.158,520.409,1.213
00b8b415-0abd-42d6-ac3e-0d122ba63fc3,2014_02_16_13_53_24.csv,9143.0,58.6662,161.31,434.217,1.306
00b8b415-0abd-42d6-ac3e-0d122ba63fc3,2014_02_25_12_41_59.csv,6361.0,48.5581,219.68,151.252,1.056
00b8b415-0abd-42d6-ac3e-0d122ba63fc3,2014_02_26_10_14_30.csv,6230.0,48.7517,198.916,89.503,1.047
00b8b415-0abd-42d6-ac3e-0d122ba63fc3,2014_03_01_12_30_23.csv,6111.0,48.7514,211.35,213.13,1.066
00b8b415-0abd-42d6-ac3e-0d122ba63fc3,2014_03_02_14_22_04.csv,4067.0,31.835,206.751,196.06,1.08
00b8b415-0abd-42d6-ac3e-0d122ba63fc3,2014_03_04_13_12_26.csv,6111.0,48.7304,225.291,191.457,1.061
00b8b415-0abd-42d6-ac3e-0d122ba63fc3,2014_03_05_14_21_46.csv,6041.0,48.7201,221.197,39.141,1.087
00b8b415-0abd-42d6-ac3e-0d122ba63fc3,2014_03_06_12_48_51.csv,6892.0,56.3082,214.48,-18.111,1.066
00b8b415-0abd-42d6-ac3e-0d122ba63fc3,2014_03_09_13_36_12.csv,7066.0,60.5695,222.817,-7.391,1.083
00b8b415-0abd-42d6-ac3e-0d122ba63fc3,2014_03_10_15_35_53.csv,5730.0,48.6463,230.219,17.375,1.132
00b8b415-0abd-42d6-ac3e-0d122ba63fc3,2014_03_13_14_24_01.csv,5713.0,48.6695,225.786,-8.407,1.092
00b8b415-0abd-42d6-ac3e-0d122ba63fc3,2014_03_14_11_39_50.csv,7000.0,56.3534,219.635,-2.086,1.05
00b8b415-0abd-42d6-ac3e-0d122ba63fc3,2014_03_17_13_15_23.csv,5991.0,48.7001,223.072,56.009,1.075
00b8b415-0abd-42d6-ac3e-0d122ba63fc3,2014_03_18_13_57_19.csv,5937.0,48.6963,223.821,110.73,1.073
00b8b415-0abd-42d6-ac3e-0d122ba63fc3,2014_03_19_13_08_25.csv,6298.0,48.6697,193.44,46.169,1.203
00b8b415-0abd-42d6-ac3e-0d122ba63fc3,2014_03_27_08_08_20.csv,5996.0,48.6896,209.563,107.841,1.073
00b8b415-0abd-42d6-ac3e-0d122ba63fc3,2014_03_28_10_02_36.csv,6917.0,56.357,209.321,66.936,1.098
00b8b415-0abd-42d6-ac3e-0d122ba63fc3,2014_03_29_14_32_18.csv,6770.0,58.8257,219.899,65.489,1.113
00b8b415-0abd-42d6-ac3e-0d122ba63fc3,2014_03_30_13_10_17.csv,5786.0,48.6634,214.582,86.479,1.065
00b8b415-0abd-42d6-ac3e-0d122ba63fc3,2014_04_02_11_52_19.csv,5827.0,48.4777,214.61,162.197,1.109
00b8b415-0abd-42d6-ac3e-0d122ba63fc3,2014_04_03_11_59_42.csv,8505.0,77.2292,222.382,201.277,1.07
00b8b415-0abd-42d6-ac3e-0d122ba63fc3,2014_04_04_10_15_10.csv,5765.0,48.4584,209.385,154.263,1.072
00b8b415-0abd-42d6-ac3e-0d122ba63fc3,2014_04_05_14_18_50.csv,7864.0,69.6248,217.814,88.642,1.047
00b8b415-0abd-42d6-ac3e-0d122ba63fc3,2014_04_06_10_13_29.csv,6514.0,55.4974,215.075,79.336,1.083
00b8b415-0abd-42d6-ac3e-0d122ba63fc3,2014_04_07_15_01_36.csv,4381.0,31.7606,130.773,115.672,1.047
00b8b415-0abd-42d6-ac3e-0d122ba63fc3,2014_04_08_15_23_01.csv,2447.0,20.3638,208.048,76.346,1.092
00b8b415-0abd-42d6-ac3e-0d122ba63fc3,2014_04_09_12_33_08.csv,8451.0,73.2909,224.009,22.087,1.041
